symbol,date,open,high,low,close,volume,asset,source,provenance
ETHUSD,2019-02-08,104.48,123.0,103.41,119.25,589950.64925,crypto,binance,ohlc
ETHUSD,2019-02-09,119.32,121.99,117.64,119.19,328067.9574,crypto,binance,ohlc
ETHUSD,2019-02-10,119.19,126.49,115.81,125.12,385819.09619,crypto,binance,ohlc
ETHUSD,2019-02-11,125.12,125.28,119.24,120.89,389405.30404,crypto,binance,ohlc
ETHUSD,2019-02-12,120.88,123.89,118.18,122.41,343765.66987,crypto,binance,ohlc
ETHUSD,2019-02-13,122.4,126.47,120.7,121.86,317827.31956,crypto,binance,ohlc
ETHUSD,2019-02-14,121.86,124.5,120.1,120.42,297205.78738,crypto,binance,ohlc
ETHUSD,2019-02-15,120.47,124.25,120.19,121.67,255296.0814,crypto,binance,ohlc
ETHUSD,2019-02-16,121.66,124.99,121.54,122.67,215320.70134,crypto,binance,ohlc
ETHUSD,2019-02-17,122.67,135.61,122.43,133.75,614788.60078,crypto,binance,ohlc
ETHUSD,2019-02-18,133.77,148.3,132.42,145.69,1079830.1502,crypto,binance,ohlc
ETHUSD,2019-02-19,145.69,150.0,142.36,143.44,747968.90445,crypto,binance,ohlc
ETHUSD,2019-02-20,143.45,149.52,139.6,148.44,614303.61007,crypto,binance,ohlc
ETHUSD,2019-02-21,148.42,149.61,142.7,145.69,447364.40873,crypto,binance,ohlc
ETHUSD,2019-02-22,145.68,148.85,143.85,147.36,366251.18542,crypto,binance,ohlc
ETHUSD,2019-02-23,147.4,159.6,145.78,157.79,588183.72896,crypto,binance,ohlc
ETHUSD,2019-02-24,157.75,166.0,131.7,132.1,1260506.80672,crypto,binance,ohlc
ETHUSD,2019-02-25,132.1,141.55,131.89,137.87,801147.09543,crypto,binance,ohlc
ETHUSD,2019-02-26,137.88,138.41,133.72,136.22,432944.17033,crypto,binance,ohlc
ETHUSD,2019-02-27,136.22,140.29,126.84,135.02,567202.61035,crypto,binance,ohlc
ETHUSD,2019-02-28,135.03,139.0,132.1,135.34,579327.31749,crypto,binance,ohlc
ETHUSD,2019-03-01,135.32,137.95,134.9,135.32,302632.02831,crypto,binance,ohlc
ETHUSD,2019-03-02,135.32,136.12,130.03,132.56,297005.28093,crypto,binance,ohlc
ETHUSD,2019-03-03,132.54,134.6,128.01,130.6,222453.2859,crypto,binance,ohlc
ETHUSD,2019-03-04,130.6,131.11,122.6,125.65,403947.79445,crypto,binance,ohlc
ETHUSD,2019-03-05,125.68,137.84,125.19,136.72,512631.23178,crypto,binance,ohlc
ETHUSD,2019-03-06,136.71,140.29,133.33,137.4,428826.87415,crypto,binance,ohlc
ETHUSD,2019-03-07,137.37,140.2,135.2,136.81,307336.4931,crypto,binance,ohlc
ETHUSD,2019-03-08,136.82,139.34,130.62,133.52,330283.58233,crypto,binance,ohlc
ETHUSD,2019-03-09,133.51,138.65,132.93,137.27,279861.12049,crypto,binance,ohlc
ETHUSD,2019-03-10,137.27,137.5,134.0,135.37,203965.16815,crypto,binance,ohlc
ETHUSD,2019-03-11,135.37,136.15,131.0,132.67,264587.00683,crypto,binance,ohlc
ETHUSD,2019-03-12,132.67,135.3,130.77,133.57,194905.96843,crypto,binance,ohlc
ETHUSD,2019-03-13,133.62,133.65,130.58,131.65,209456.09848,crypto,binance,ohlc
ETHUSD,2019-03-14,131.69,135.11,128.52,132.2,258413.81868,crypto,binance,ohlc
ETHUSD,2019-03-15,132.24,137.62,132.18,136.56,295832.26562,crypto,binance,ohlc
ETHUSD,2019-03-16,136.6,144.47,136.51,140.92,474664.10197,crypto,binance,ohlc
ETHUSD,2019-03-17,140.94,141.07,137.2,138.67,252697.08148,crypto,binance,ohlc
ETHUSD,2019-03-18,138.67,142.01,136.1,137.59,281718.96195,crypto,binance,ohlc
ETHUSD,2019-03-19,137.62,139.38,136.97,138.55,218577.45208,crypto,binance,ohlc
ETHUSD,2019-03-20,138.56,139.66,136.01,139.01,222883.51754,crypto,binance,ohlc
ETHUSD,2019-03-21,139.04,139.55,131.21,134.85,312531.39368,crypto,binance,ohlc
ETHUSD,2019-03-22,134.85,137.2,134.29,135.98,186119.74745,crypto,binance,ohlc
ETHUSD,2019-03-23,135.92,138.21,135.6,137.28,174710.43059,crypto,binance,ohlc
ETHUSD,2019-03-24,137.28,137.37,134.75,136.09,198490.45124,crypto,binance,ohlc
ETHUSD,2019-03-25,136.12,136.83,131.6,133.98,230880.285,crypto,binance,ohlc
ETHUSD,2019-03-26,133.97,134.74,132.27,134.18,183139.11426,crypto,binance,ohlc
ETHUSD,2019-03-27,134.14,140.14,133.84,139.45,317167.45325,crypto,binance,ohlc
ETHUSD,2019-03-28,139.46,139.57,137.3,137.86,163185.6991,crypto,binance,ohlc
ETHUSD,2019-03-29,137.85,143.6,137.62,143.25,235853.0454,crypto,binance,ohlc
ETHUSD,2019-03-30,143.25,145.89,140.06,142.46,254798.70067,crypto,binance,ohlc
ETHUSD,2019-03-31,142.44,142.5,140.42,141.38,142469.21171,crypto,binance,ohlc
ETHUSD,2019-04-01,141.41,143.08,139.57,141.24,234310.19161,crypto,binance,ohlc
